id_transaction,date_transaction,id_fournisseur,montant,devise,type_depense,mode_paiement,id_employe_initiateur,id_employe_validateur,statut_validation,numero_facture
TX-0053802,2025-12-03,FRS-00057,4140.535,TND,Achat marchandise,Virement,EMP-019,EMP-016,Validé,FAC-53616
TX-0052640,2025-12-03,FRS-00069,765.456,TND,Location matériel,Virement,EMP-010,EMP-002,Validé,FAC-94872
TX-0051426,2025-12-03,FRS-00038,175.249,TND,Emballage,Virement,EMP-024,EMP-004,Validé,FAC-43267
TX-0051375,2025-12-03,FRS-00086,252.474,TND,Emballage,Virement,EMP-015,EMP-004,Validé,FAC-22801
TX-0052902,2025-12-03,FRS-00145,6938.268,TND,Transport,Virement,EMP-016,EMP-006,Validé,FAC-25332
TX-0052749,2025-12-03,FRS-00061,207.275,TND,Maintenance,Chèque,EMP-022,EMP-023,Validé,FAC-66499
TX-0052220,2025-12-03,FRS-00081,11022.46,TND,Location matériel,Virement,EMP-021,EMP-005,Validé,FAC-96217
TX-0054063,2025-12-03,FRS-00097,3510.787,TND,Maintenance,Virement,EMP-014,EMP-015,Validé,FAC-22696
TX-0052767,2025-12-03,FRS-00074,274.516,TND,Prestation de conseil,Virement,EMP-021,EMP-009,Validé,FAC-59022
TX-0054747,2025-12-03,FRS-00120,876.354,TND,Transport,Virement,EMP-007,EMP-009,En attente,FAC-18982
TX-0051286,2025-12-03,FRS-00080,439.676,TND,Location matériel,Virement,EMP-003,EMP-012,Validé,FAC-99305
TX-0054272,2025-12-03,FRS-00110,231.407,TND,Maintenance,Virement,EMP-019,EMP-006,Validé,FAC-61308
TX-0052876,2025-12-03,FRS-00022,6069.277,TND,Achat marchandise,Virement,EMP-012,EMP-018,Validé,FAC-89225
TX-0051464,2025-12-03,FRS-00105,6649.227,TND,Emballage,Virement,EMP-009,EMP-018,Validé,FAC-36784
TX-0052660,2025-12-03,FRS-00071,406.89,TND,Prestation de conseil,Chèque,EMP-009,EMP-018,Validé,FAC-10832
TX-0054448,2025-12-03,FRS-00078,752.104,TND,Maintenance,Virement,EMP-014,EMP-021,Validé,FAC-47341
TX-0052878,2025-12-03,FRS-00099,5125.679,TND,Achat marchandise,Virement,EMP-023,EMP-016,Validé,FAC-16594
TX-0051877,2025-12-03,FRS-00075,234.672,TND,Location matériel,Virement,EMP-024,EMP-005,Validé,FAC-57497
TX-0052478,2025-12-03,FRS-00102,372.111,TND,Location matériel,Virement,EMP-015,EMP-004,Validé,FAC-53730
TX-0054193,2025-12-03,FRS-00086,144.483,TND,Location matériel,Virement,EMP-016,EMP-016,Validé,FAC-12547
TX-0052431,2025-12-03,FRS-00113,4321.832,TND,Prestation technique,Virement,EMP-018,EMP-021,Validé,FAC-27759
TX-0052416,2025-12-03,FRS-00060,1093.671,TND,Achat marchandise,Virement,EMP-018,EMP-009,Validé,FAC-69775
TX-0052469,2025-12-03,FRS-00039,533.679,TND,Location matériel,Virement,EMP-014,EMP-007,En attente,FAC-24013
TX-0051429,2025-12-03,FRS-00120,767.791,TND,Prestation de conseil,Virement,EMP-017,EMP-002,En attente,FAC-85229
TX-0051421,2025-12-03,FRS-00084,267.945,TND,Achat marchandise,Virement,EMP-018,EMP-012,Validé,FAC-66652
TX-0053526,2025-12-03,FRS-00053,1800.537,TND,Achat marchandise,Virement,EMP-015,EMP-012,Validé,FAC-75605
TX-0053716,2025-12-04,FRS-00112,760.717,TND,Prestation de conseil,Virement,EMP-010,EMP-016,Validé,FAC-43951
TX-0054591,2025-12-04,FRS-00122,1574.503,TND,Prestation technique,Virement,EMP-008,EMP-024,Validé,FAC-83819
TX-0053298,2025-12-04,FRS-00012,529.84,TND,Emballage,Virement,EMP-015,EMP-015,Validé,FAC-13070
TX-0053289,2025-12-04,FRS-00121,200.547,TND,Location matériel,Virement,EMP-005,EMP-004,Validé,FAC-17145
TX-0052729,2025-12-04,FRS-00070,348.685,TND,Prestation technique,Virement,EMP-022,EMP-004,Validé,FAC-29244
TX-0051679,2025-12-04,FRS-00095,656.588,TND,Prestation de conseil,Virement,EMP-002,EMP-004,Validé,FAC-45917
TX-0051754,2025-12-04,FRS-00004,6549.474,TND,Maintenance,Virement,EMP-003,EMP-015,En attente,FAC-28998
TX-0053842,2025-12-04,FRS-00086,319.072,TND,Achat marchandise,Virement,EMP-008,EMP-015,Validé,FAC-98684
TX-0052995,2025-12-04,FRS-00131,588.081,TND,Prestation technique,Chèque,EMP-025,EMP-006,Validé,FAC-89477
TX-0051394,2025-12-04,FRS-00141,189.134,TND,Prestation technique,Virement,EMP-015,EMP-024,Validé,FAC-15167
TX-0054289,2025-12-04,FRS-00043,236.988,TND,Prestation technique,Virement,EMP-023,EMP-023,Validé,FAC-93421
TX-0054319,2025-12-04,FRS-00058,356.425,TND,Prestation de conseil,Chèque,EMP-003,EMP-009,Validé,FAC-67388
TX-0053019,2025-12-04,FRS-00107,1308.065,TND,Achat marchandise,Virement,EMP-004,EMP-015,Validé,FAC-66971
TX-0053269,2025-12-04,FRS-00122,1830.566,TND,Transport,Virement,EMP-005,EMP-002,En attente,FAC-70028
TX-0051316,2025-12-04,FRS-00030,1329.378,TND,Prestation de conseil,Virement,EMP-008,EMP-005,Validé,FAC-47739
TX-0052971,2025-12-04,FRS-00061,192.89,TND,Prestation technique,Virement,EMP-022,EMP-023,Validé,FAC-91489
TX-0053937,2025-12-04,FRS-00144,1010.995,TND,Location matériel,Virement,EMP-014,EMP-012,Validé,FAC-23036
TX-0054653,2025-12-04,FRS-00012,581.717,TND,Achat marchandise,Virement,EMP-024,EMP-006,Validé,FAC-66067
TX-0054023,2025-12-04,FRS-00110,235.931,TND,Maintenance,Virement,EMP-007,EMP-004,Validé,FAC-74136
TX-0051551,2025-12-04,FRS-00121,249.645,TND,Prestation de conseil,Virement,EMP-019,EMP-002,Validé,FAC-42570
TX-0053951,2025-12-04,FRS-00007,1199.362,TND,Maintenance,Chèque,EMP-018,EMP-021,Validé,FAC-83184
TX-0053335,2025-12-04,FRS-00117,6056.132,TND,Maintenance,Chèque,EMP-023,EMP-002,Validé,FAC-62075
TX-0053304,2025-12-04,FRS-00018,7095.8,TND,Transport,Virement,EMP-007,EMP-005,Validé,FAC-70667
TX-0053076,2025-12-04,FRS-00133,1497.263,TND,Achat marchandise,Virement,EMP-005,EMP-023,Validé,FAC-49158
TX-0053489,2025-12-04,FRS-00006,920.429,TND,Maintenance,Virement,EMP-008,EMP-004,Validé,FAC-46145
TX-0051632,2025-12-04,FRS-00091,480.779,TND,Achat marchandise,Virement,EMP-001,EMP-006,Validé,FAC-10011
TX-0054443,2025-12-04,FRS-00107,1897.09,TND,Transport,Virement,EMP-015,EMP-024,Validé,FAC-66894
TX-0052356,2025-12-04,FRS-00131,922.824,TND,Emballage,Virement,EMP-017,EMP-004,Validé,FAC-81361
TX-0054484,2025-12-04,FRS-00060,1885.41,TND,Prestation technique,Virement,EMP-021,EMP-024,Validé,FAC-11085
TX-0052067,2025-12-04,FRS-00150,475.23,TND,Transport,Virement,EMP-004,EMP-002,Validé,FAC-52027
TX-0053914,2025-12-04,FRS-00137,1145.185,TND,Location matériel,Chèque,EMP-011,EMP-004,Validé,FAC-19609
TX-0052432,2025-12-04,FRS-00147,429.688,TND,Achat marchandise,Virement,EMP-021,EMP-004,En attente,FAC-60710
TX-0054087,2025-12-04,FRS-00023,2228.035,TND,Prestation technique,Virement,EMP-020,EMP-012,Validé,FAC-33150
TX-0053991,2025-12-04,FRS-00058,257.421,TND,Prestation de conseil,Chèque,EMP-001,EMP-007,Validé,FAC-25367
TX-0053772,2025-12-04,FRS-00099,4532.346,TND,Location matériel,Virement,EMP-010,EMP-006,Validé,FAC-58508
TX-0054581,2025-12-04,FRS-00138,2181.148,TND,Prestation technique,Virement,EMP-012,EMP-021,Validé,FAC-58845
TX-0054478,2025-12-04,FRS-00030,430.025,TND,Emballage,Virement,EMP-002,EMP-023,Validé,FAC-86037
TX-0053361,2025-12-04,FRS-00052,1562.754,TND,Achat marchandise,Virement,EMP-006,EMP-005,Validé,FAC-85399
TX-0052548,2025-12-04,FRS-00076,340.676,TND,Prestation technique,Virement,EMP-006,EMP-023,Validé,FAC-51431
TX-0053584,2025-12-04,FRS-00144,742.727,TND,Maintenance,Virement,EMP-006,EMP-021,Validé,FAC-64214
TX-0052526,2025-12-04,FRS-00150,644.373,TND,Prestation de conseil,Virement,EMP-023,EMP-002,Validé,FAC-62556
TX-0051905,2025-12-04,FRS-00026,1796.98,TND,Emballage,Virement,EMP-008,EMP-023,Validé,FAC-87450
TX-0053743,2025-12-04,FRS-00028,890.48,TND,Maintenance,Virement,EMP-007,EMP-006,Validé,FAC-66069
TX-0053988,2025-12-04,FRS-00107,1118.694,TND,Transport,Virement,EMP-019,EMP-004,Validé,FAC-77189
TX-0051844,2025-12-04,FRS-00022,3101.302,TND,Prestation technique,Virement,EMP-006,EMP-015,Validé,FAC-76440
TX-0052668,2025-12-04,FRS-00133,1547.437,TND,Emballage,Chèque,EMP-018,EMP-015,Validé,FAC-87709
TX-0051894,2025-12-04,FRS-00076,656.878,TND,Transport,Virement,EMP-005,EMP-006,Validé,FAC-23403
TX-0053523,2025-12-04,FRS-00125,351.409,TND,Emballage,Chèque,EMP-005,EMP-018,Validé,FAC-17123
TX-0054456,2025-12-04,FRS-00084,740.033,TND,Achat marchandise,Virement,EMP-012,EMP-015,Validé,FAC-82745
TX-0053177,2025-12-04,FRS-00096,4018.295,TND,Location matériel,Virement,EMP-018,EMP-016,Validé,FAC-59231
TX-0054117,2025-12-04,FRS-00135,282.945,TND,Prestation technique,Chèque,EMP-025,EMP-018,Validé,FAC-10943
TX-0051373,2025-12-04,FRS-00027,433.151,TND,Transport,Virement,EMP-014,EMP-009,Validé,FAC-91725
TX-0052466,2025-12-04,FRS-00123,329.26,TND,Transport,Virement,EMP-013,EMP-005,Validé,FAC-53834
TX-0051819,2025-12-04,FRS-00033,677.672,TND,Achat marchandise,Chèque,EMP-010,EMP-023,Validé,FAC-99544
TX-0052000,2025-12-04,FRS-00097,2957.238,TND,Emballage,Virement,EMP-005,EMP-018,Validé,FAC-17330
TX-0052308,2025-12-04,FRS-00082,766.69,TND,Prestation de conseil,Virement,EMP-008,EMP-015,Validé,FAC-73639
TX-0051838,2025-12-04,FRS-00083,1024.686,TND,Prestation technique,Virement,EMP-008,EMP-023,Validé,FAC-10713
TX-0052624,2025-12-04,FRS-00037,378.429,TND,Prestation technique,Virement,EMP-024,EMP-018,Validé,FAC-83342
TX-0053672,2025-12-04,FRS-00082,932.008,TND,Maintenance,Virement,EMP-015,EMP-023,Validé,FAC-58288
TX-0052654,2025-12-04,FRS-00117,7726.937,TND,Emballage,Virement,EMP-019,EMP-015,Validé,FAC-19891
TX-0054703,2025-12-04,FRS-00002,413.353,TND,Emballage,Virement,EMP-017,EMP-005,Validé,FAC-69252
TX-0054110,2025-12-04,FRS-00031,938.452,TND,Prestation technique,Virement,EMP-021,EMP-007,Validé,FAC-14761
TX-0054638,2025-12-04,FRS-00081,2257.674,TND,Maintenance,Chèque,EMP-009,EMP-024,Validé,FAC-92977
TX-0052003,2025-12-04,FRS-00045,330.807,TND,Emballage,Virement,EMP-010,EMP-009,Validé,FAC-10585
TX-0053644,2025-12-04,FRS-00022,5523.12,TND,Prestation technique,Virement,EMP-001,EMP-012,Validé,FAC-44592
TX-0052033,2025-12-04,FRS-00147,563.684,TND,Maintenance,Virement,EMP-003,EMP-007,Validé,FAC-42109
TX-0054711,2025-12-04,FRS-00025,1457.011,TND,Achat marchandise,Virement,EMP-009,EMP-018,Validé,FAC-52836
TX-0051873,2025-12-04,FRS-00078,450.003,TND,Prestation de conseil,Chèque,EMP-014,EMP-018,Validé,FAC-93242
TX-0053360,2025-12-04,FRS-00126,10760.041,TND,Maintenance,Chèque,EMP-010,EMP-002,Validé,FAC-87912
TX-0054686,2025-12-04,FRS-00130,5172.541,TND,Prestation de conseil,Chèque,EMP-002,EMP-023,Validé,FAC-32357
TX-0054051,2025-12-04,FRS-00086,311.862,TND,Maintenance,Virement,EMP-010,EMP-005,En attente,FAC-27077
TX-0054049,2025-12-04,FRS-00003,687.841,TND,Location matériel,Chèque,EMP-019,EMP-018,Validé,FAC-59945
TX-0052851,2025-12-04,FRS-00148,975.779,TND,Prestation technique,Virement,EMP-023,EMP-005,Validé,FAC-85013
TX-0053255,2025-12-04,FRS-00110,260.318,TND,Transport,Virement,EMP-001,EMP-023,En attente,FAC-34296
TX-0051597,2025-12-04,FRS-00016,236.515,TND,Achat marchandise,Virement,EMP-025,EMP-004,Validé,FAC-57115
TX-0054022,2025-12-04,FRS-00137,527.256,TND,Prestation de conseil,Virement,EMP-018,EMP-015,Validé,FAC-19458
TX-0054485,2025-12-04,FRS-00051,2231.172,TND,Transport,Virement,EMP-024,EMP-021,Validé,FAC-28907
TX-0052798,2025-12-04,FRS-00118,7334.64,TND,Emballage,Virement,EMP-008,EMP-009,Validé,FAC-12683
TX-0052104,2025-12-04,FRS-00104,4748.002,TND,Location matériel,Virement,EMP-002,EMP-006,Validé,FAC-80286
TX-0051781,2025-12-04,FRS-00113,2988.244,TND,Location matériel,Chèque,EMP-018,EMP-021,Validé,FAC-28740
TX-0053337,2025-12-04,FRS-00055,622.655,TND,Maintenance,Virement,EMP-003,EMP-012,Validé,FAC-17154
TX-0051655,2025-12-04,FRS-00039,762.309,TND,Emballage,Virement,EMP-016,EMP-016,Validé,FAC-20939
TX-0051784,2025-12-04,FRS-00057,1684.946,TND,Prestation de conseil,Virement,EMP-009,EMP-024,Validé,FAC-63868
TX-0052825,2025-12-04,FRS-00075,271.139,TND,Achat marchandise,Chèque,EMP-008,EMP-021,Validé,FAC-71924
TX-0052824,2025-12-04,FRS-00147,485.624,TND,Location matériel,Virement,EMP-025,EMP-021,Validé,FAC-48657
TX-0054630,2025-12-04,FRS-00071,451.798,TND,Emballage,Virement,EMP-001,EMP-006,Validé,FAC-29701
TX-0051790,2025-12-04,FRS-00138,2290.744,TND,Prestation de conseil,Chèque,EMP-002,EMP-023,Validé,FAC-29643
TX-0053182,2025-12-04,FRS-00045,181.031,TND,Emballage,Virement,EMP-002,EMP-016,Validé,FAC-85325
TX-0052752,2025-12-04,FRS-00109,1432.081,TND,Transport,Virement,EMP-001,EMP-002,Validé,FAC-56678
TX-0052746,2025-12-04,FRS-00138,803.233,TND,Location matériel,Virement,EMP-018,EMP-006,Validé,FAC-64250
TX-0054714,2025-12-04,FRS-00048,5899.873,TND,Achat marchandise,Virement,EMP-002,EMP-007,Validé,FAC-63021
TX-0052599,2025-12-04,FRS-00062,892.372,TND,Maintenance,Virement,EMP-023,EMP-006,Validé,FAC-61154
TX-0052596,2025-12-04,FRS-00108,224.753,TND,Prestation de conseil,Chèque,EMP-004,EMP-024,Validé,FAC-97347
TX-0053461,2025-12-04,FRS-00113,3447.711,TND,Location matériel,Virement,EMP-018,EMP-021,Validé,FAC-93869
TX-0051872,2025-12-04,FRS-00118,8226.483,TND,Location matériel,Virement,EMP-007,EMP-002,Validé,FAC-11398
TX-0053463,2025-12-04,FRS-00121,158.102,TND,Location matériel,Virement,EMP-018,EMP-005,Validé,FAC-97020
TX-0053469,2025-12-04,FRS-00099,3574.847,TND,Transport,Virement,EMP-025,EMP-024,En attente,FAC-63518
TX-0052588,2025-12-04,FRS-00074,260.998,TND,Prestation de conseil,Chèque,EMP-008,EMP-018,Validé,FAC-80457
TX-0052561,2025-12-04,FRS-00131,766.579,TND,Prestation de conseil,Virement,EMP-013,EMP-021,Validé,FAC-33416
TX-0051876,2025-12-04,FRS-00081,7865.46,TND,Achat marchandise,Virement,EMP-001,EMP-023,Validé,FAC-24515
TX-0054118,2025-12-04,FRS-00077,831.093,TND,Prestation de conseil,Virement,EMP-020,EMP-024,Validé,FAC-66872
TX-0052578,2025-12-04,FRS-00078,276.332,TND,Prestation de conseil,Chèque,EMP-017,EMP-023,Validé,FAC-44050
TX-0053507,2025-12-04,FRS-00031,737.324,TND,Transport,Virement,EMP-003,EMP-016,Validé,FAC-39194
TX-0054205,2025-12-04,FRS-00122,1544.537,TND,Location matériel,Virement,EMP-017,EMP-005,Validé,FAC-15740
TX-0052448,2025-12-04,FRS-00127,4186.313,TND,Emballage,Virement,EMP-011,EMP-005,Validé,FAC-89408
TX-0052455,2025-12-04,FRS-00039,452.639,TND,Emballage,Virement,EMP-014,EMP-015,Validé,FAC-93931
TX-0051413,2025-12-04,FRS-00108,322.233,TND,Maintenance,Chèque,EMP-008,EMP-009,Validé,FAC-13603
TX-0052093,2025-12-04,FRS-00095,726.729,TND,Prestation technique,Virement,EMP-012,EMP-005,Validé,FAC-52664
TX-0053869,2025-12-04,FRS-00091,298.417,TND,Prestation technique,Virement,EMP-020,EMP-016,Validé,FAC-60375
TX-0052394,2025-12-04,FRS-00115,3673.868,TND,Emballage,Virement,EMP-001,EMP-021,Validé,FAC-90104
TX-0051590,2025-12-04,FRS-00013,2765.967,TND,Achat marchandise,Virement,EMP-007,EMP-004,Validé,FAC-97042
TX-0051601,2025-12-05,FRS-00068,5705.826,TND,Maintenance,Virement,EMP-003,EMP-002,Validé,FAC-40568
TX-0052750,2025-12-05,FRS-00114,1253.088,TND,Maintenance,Virement,EMP-010,EMP-023,En attente,FAC-98303
TX-0051736,2025-12-05,FRS-00107,1487.319,TND,Emballage,Virement,EMP-008,EMP-006,Validé,FAC-15510
TX-0054710,2025-12-05,FRS-00143,10605.6,TND,Transport,Virement,EMP-013,EMP-012,Validé,FAC-79965
TX-0052706,2025-12-05,FRS-00114,1689.298,TND,Prestation technique,Virement,EMP-018,EMP-015,Validé,FAC-63957
TX-0051678,2025-12-05,FRS-00063,4509.511,TND,Prestation de conseil,Chèque,EMP-016,EMP-024,Validé,FAC-34974
TX-0054429,2025-12-05,FRS-00090,503.217,TND,Achat marchandise,Chèque,EMP-019,EMP-009,Validé,FAC-37693
TX-0053023,2025-12-05,FRS-00064,5388.503,TND,Prestation technique,Virement,EMP-020,EMP-012,Validé,FAC-24265
TX-0052747,2025-12-05,FRS-00086,172.843,TND,Achat marchandise,Chèque,EMP-012,EMP-024,Validé,FAC-54358
TX-0052605,2025-12-05,FRS-00103,1468.38,TND,Transport,Virement,EMP-024,EMP-012,Validé,FAC-65470
TX-0052553,2025-12-05,FRS-00079,6168.773,TND,Location matériel,Virement,EMP-003,EMP-018,Validé,FAC-44480
TX-0054152,2025-12-05,FRS-00131,794.843,TND,Location matériel,Virement,EMP-017,EMP-012,Validé,FAC-13842
TX-0054159,2025-12-05,FRS-00116,781.376,TND,Prestation de conseil,Virement,EMP-016,EMP-024,Validé,FAC-29638
TX-0052523,2025-12-05,FRS-00037,239.002,TND,Transport,Virement,EMP-021,EMP-015,Validé,FAC-67741
TX-0054066,2025-12-05,FRS-00051,2454.513,TND,Maintenance,Virement,EMP-019,EMP-018,Validé,FAC-19102
TX-0051547,2025-12-05,FRS-00039,412.097,TND,Prestation de conseil,Virement,EMP-012,EMP-023,Validé,FAC-27648
TX-0054687,2025-12-05,FRS-00120,1003.381,TND,Prestation de conseil,Chèque,EMP-025,EMP-006,Validé,FAC-13299
TX-0053052,2025-12-05,FRS-00081,11245.515,TND,Prestation de conseil,Virement,EMP-012,EMP-012,Validé,FAC-85666
TX-0053939,2025-12-05,FRS-00093,3275.128,TND,Prestation technique,Virement,EMP-011,EMP-012,Validé,FAC-88097
TX-0054093,2025-12-05,FRS-00137,1242.296,TND,Prestation de conseil,Virement,EMP-001,EMP-004,Validé,FAC-88217
TX-0054659,2025-12-05,FRS-00077,759.937,TND,Transport,Chèque,EMP-006,EMP-006,Validé,FAC-70620
TX-0053007,2025-12-05,FRS-00126,8161.425,TND,Location matériel,Virement,EMP-024,EMP-012,Validé,FAC-89202
TX-0053949,2025-12-05,FRS-00030,731.45,TND,Location matériel,Virement,EMP-017,EMP-002,En attente,FAC-95216
TX-0052979,2025-12-05,FRS-00083,717.941,TND,Emballage,Virement,EMP-004,EMP-009,Validé,FAC-97651
TX-0053960,2025-12-05,FRS-00087,1204.714,TND,Emballage,Virement,EMP-012,EMP-002,Validé,FAC-24801
TX-0053992,2025-12-05,FRS-00070,289.513,TND,Prestation de conseil,Virement,EMP-011,EMP-006,Validé,FAC-82787
TX-0053993,2025-12-05,FRS-00062,809.965,TND,Emballage,Virement,EMP-008,EMP-018,Validé,FAC-25929
TX-0052803,2025-12-05,FRS-00099,4315.793,TND,Prestation de conseil,Virement,EMP-013,EMP-002,Validé,FAC-89048
TX-0054031,2025-12-05,FRS-00083,799.944,TND,Emballage,Virement,EMP-020,EMP-023,Validé,FAC-28422
TX-0052756,2025-12-05,FRS-00064,6402.004,TND,Location matériel,Virement,EMP-019,EMP-015,En attente,FAC-47283
TX-0052726,2025-12-05,FRS-00091,434.611,TND,Achat marchandise,Virement,EMP-023,EMP-004,Validé,FAC-43138
TX-0051730,2025-12-05,FRS-00100,5698.776,TND,Maintenance,Virement,EMP-004,EMP-005,Validé,FAC-84386
TX-0051686,2025-12-05,FRS-00087,1158.28,TND,Achat marchandise,Virement,EMP-015,EMP-005,Validé,FAC-52904
TX-0051672,2025-12-05,FRS-00056,7921.03,TND,Prestation technique,Virement,EMP-015,EMP-004,Validé,FAC-63273
TX-0052075,2025-12-05,FRS-00049,728.602,TND,Emballage,Virement,EMP-002,EMP-024,Validé,FAC-53044
TX-0052352,2025-12-05,FRS-00092,1406.255,TND,Transport,Virement,EMP-021,EMP-004,Validé,FAC-95054
TX-0051997,2025-12-05,FRS-00019,5599.318,TND,Achat marchandise,Virement,EMP-008,EMP-023,Validé,FAC-93361
TX-0054764,2025-12-05,FRS-00012,350.467,TND,Transport,Virement,EMP-001,EMP-015,Validé,FAC-36899
TX-0054328,2025-12-05,FRS-00072,1952.413,TND,Emballage,Virement,EMP-019,EMP-006,Validé,FAC-56547
TX-0052334,2025-12-05,FRS-00027,1353.829,TND,Maintenance,Virement,EMP-004,EMP-016,Validé,FAC-78634
TX-0052137,2025-12-05,FRS-00147,580.837,TND,Emballage,Virement,EMP-009,EMP-012,Validé,FAC-22135
TX-0054308,2025-12-05,FRS-00090,457.326,TND,Prestation de conseil,Chèque,EMP-020,EMP-012,Validé,FAC-73948
TX-0054306,2025-12-05,FRS-00083,944.799,TND,Transport,Virement,EMP-005,EMP-012,Validé,FAC-39816
TX-0054300,2025-12-05,FRS-00010,593.598,TND,Maintenance,Virement,EMP-001,EMP-009,Validé,FAC-20529
TX-0052171,2025-12-05,FRS-00016,299.662,TND,Emballage,Virement,EMP-018,EMP-006,Validé,FAC-36616
TX-0052242,2025-12-05,FRS-00145,5776.022,TND,Transport,Virement,EMP-022,EMP-021,Validé,FAC-90919
TX-0053328,2025-12-05,FRS-00049,1462.335,TND,Prestation de conseil,Virement,EMP-002,EMP-024,Validé,FAC-17361
TX-0052229,2025-12-05,FRS-00150,523.861,TND,Prestation technique,Virement,EMP-009,EMP-015,Validé,FAC-58255
TX-0054398,2025-12-05,FRS-00044,4797.346,TND,Transport,Virement,EMP-014,EMP-023,Validé,FAC-65215
TX-0052208,2025-12-05,FRS-00097,3326.297,TND,Location matériel,Virement,EMP-002,EMP-009,Validé,FAC-61035
TX-0054244,2025-12-05,FRS-00112,823.117,TND,Emballage,Virement,EMP-014,EMP-016,Validé,FAC-55620
TX-0051999,2025-12-05,FRS-00128,1127.098,TND,Maintenance,Virement,EMP-013,EMP-024,Validé,FAC-25369
TX-0054344,2025-12-05,FRS-00063,3825.618,TND,Achat marchandise,Virement,EMP-011,EMP-016,Validé,FAC-65669
TX-0054072,2025-12-05,FRS-00003,936.725,TND,Achat marchandise,Virement,EMP-004,EMP-021,Validé,FAC-18445
TX-0054348,2025-12-05,FRS-00148,996.198,TND,Location matériel,Virement,EMP-004,EMP-006,Validé,FAC-28218
TX-0053278,2025-12-05,FRS-00029,440.173,TND,Prestation technique,Chèque,EMP-019,EMP-023,Validé,FAC-17688
TX-0054347,2025-12-05,FRS-00003,1044.275,TND,Prestation de conseil,Virement,EMP-025,EMP-002,Validé,FAC-68861
TX-0053224,2025-12-05,FRS-00019,4867.994,TND,Prestation de conseil,Virement,EMP-020,EMP-004,Validé,FAC-79632
TX-0054487,2025-12-05,FRS-00091,502.353,TND,Location matériel,Virement,EMP-014,EMP-012,Validé,FAC-55134
TX-0052083,2025-12-05,FRS-00076,445.465,TND,Location matériel,Virement,EMP-021,EMP-005,Validé,FAC-47060
TX-0054391,2025-12-05,FRS-00019,2466.21,TND,Prestation de conseil,Chèque,EMP-018,EMP-018,Rejeté,FAC-96604
TX-0051990,2025-12-05,FRS-00132,199.882,TND,Prestation technique,Chèque,EMP-007,EMP-012,Rejeté,FAC-36778
TX-0053539,2025-12-05,FRS-00005,1562.512,TND,Prestation technique,Virement,EMP-016,EMP-021,Validé,FAC-65920
TX-0051728,2025-12-05,FRS-00085,183.616,TND,Maintenance,Virement,EMP-013,EMP-021,Validé,FAC-12760
TX-0051770,2025-12-05,FRS-00061,154.505,TND,Location matériel,Virement,EMP-022,EMP-023,Validé,FAC-77082
TX-0051596,2025-12-05,FRS-00051,2541.853,TND,Prestation de conseil,Chèque,EMP-023,EMP-015,Validé,FAC-69114
TX-0051587,2025-12-05,FRS-00117,5108.092,TND,Location matériel,Virement,EMP-002,EMP-024,Validé,FAC-17541
TX-0051352,2025-12-05,FRS-00090,322.542,TND,Location matériel,Virement,EMP-001,EMP-009,Validé,FAC-72685
TX-0051528,2025-12-05,FRS-00062,936.171,TND,Prestation de conseil,Virement,EMP-011,EMP-004,Validé,FAC-23150
TX-0051469,2025-12-05,FRS-00146,757.842,TND,Location matériel,Virement,EMP-008,EMP-007,Validé,FAC-16105
TX-0051980,2025-12-05,FRS-00075,244.132,TND,Location matériel,Virement,EMP-002,EMP-006,Validé,FAC-82034
TX-0051417,2025-12-05,FRS-00069,1163.592,TND,Transport,Virement,EMP-005,EMP-009,Validé,FAC-17806
TX-0051895,2025-12-05,FRS-00049,563.159,TND,Prestation de conseil,Virement,EMP-002,EMP-024,Validé,FAC-32357
TX-0051622,2025-12-05,FRS-00045,281.804,TND,Prestation technique,Virement,EMP-008,EMP-016,Validé,FAC-64228
TX-0051723,2025-12-05,FRS-00018,6178.721,TND,Transport,Virement,EMP-002,EMP-005,Validé,FAC-22731
TX-0052670,2025-12-05,FRS-00097,3238.533,TND,Emballage,Virement,EMP-006,EMP-007,Validé,FAC-50488
TX-0051580,2025-12-05,FRS-00062,736.571,TND,Prestation technique,Chèque,EMP-018,EMP-004,Validé,FAC-58415
TX-0051854,2025-12-05,FRS-00110,238.019,TND,Maintenance,Virement,EMP-022,EMP-018,Validé,FAC-73333
TX-0051450,2025-12-05,FRS-00108,161.066,TND,Maintenance,Virement,EMP-023,EMP-023,Validé,FAC-82075
TX-0052657,2025-12-05,FRS-00102,297.983,TND,Emballage,Virement,EMP-009,EMP-016,Validé,FAC-14752
TX-0052492,2025-12-05,FRS-00091,369.01,TND,Emballage,Virement,EMP-014,EMP-015,Validé,FAC-72655
TX-0052666,2025-12-05,FRS-00102,282.718,TND,Emballage,Virement,EMP-015,EMP-016,Validé,FAC-56611
TX-0053761,2025-12-05,FRS-00030,721.689,TND,Prestation technique,Virement,EMP-010,EMP-023,Rejeté,FAC-64796
TX-0053308,2025-12-05,FRS-00102,218.169,TND,Location matériel,Virement,EMP-004,EMP-024,Validé,FAC-36717
TX-0053309,2025-12-05,FRS-00121,215.599,TND,Achat marchandise,Virement,EMP-001,EMP-012,Rejeté,FAC-48841
TX-0054568,2025-12-05,FRS-00035,2940.225,TND,Location matériel,Virement,EMP-006,EMP-009,Validé,FAC-42405
TX-0053757,2025-12-05,FRS-00084,661.944,TND,Transport,Virement,EMP-025,EMP-015,Rejeté,FAC-80581
